رقم_الطلب,التاريخ,الشهر,الربع,المنتج,الفئة,المنطقة,قناة_البيع,الكمية,سعر_الوحدة,التكلفة,الخصم_%,الإيراد,الربح,اسم_العميل
ORD-1173,2024-10-12,2024-10,Q4,ماوس Razer,إكسسوار,الإسكندرية,موزعين,5.0,1140.48,772.94,10,5132.16,1267.44,عميل_11
ORD-1174,2024-10-25,2024-10,Q4,سماعات Sony,إكسسوار,المنصورة,فروع,6.0,3367.16,2183.3,15,17172.53,4072.75,عميل_77
ORD-1175,2024-12-28,2024-12,Q4,آيفون 15,موبايل,الإسكندرية,أونلاين,5.0,25294.61,16353.57,0,126473.05,44705.19,عميل_83
ORD-1176,2024-12-09,2024-12,Q4,ماوس Razer,إكسسوار,الإسكندرية,موزعين,9.0,1166.84,705.23,0,10501.55,4154.52,عميل_99
ORD-1177,2024-09-05,2024-09,Q3,شاشة Samsung,شاشات,القاهرة,أونلاين,4.0,8799.96,5044.51,0,35199.85,15021.83,عميل_85
ORD-1178,2024-06-21,2024-06,Q2,هاردسك WD,تخزين,أسيوط,فروع,3.0,1529.17,876.43,0,4587.52,1958.24,عميل_93
ORD-1179,2024-08-12,2024-08,Q3,لابتوب Dell,لابتوب,أسيوط,موزعين,7.0,14592.9,9601.22,5,97042.77,29834.23,عميل_97
ORD-1180,2024-08-17,2024-08,Q3,شاشة Samsung,شاشات,الإسكندرية,موزعين,9.0,7582.67,5268.74,5,64831.83,17413.18,عميل_87
ORD-1181,2024-10-19,2024-10,Q4,جهاز iPad,تابلت,أسيوط,تليفون,8.0,18969.98,12647.64,10,136583.85,35402.74,عميل_21
ORD-1182,2024-04-12,2024-04,Q2,هاردسك WD,تخزين,الجيزة,أونلاين,3.0,1611.9,899.16,5,4593.92,1896.43,عميل_92
ORD-1183,2024-09-21,2024-09,Q3,آيفون 15,موبايل,أسيوط,فروع,5.0,22919.38,13156.8,5,108867.03,43083.06,عميل_56
ORD-1184,2024-02-16,2024-02,Q1,شاشة Samsung,شاشات,القاهرة,تليفون,8.0,8615.41,5940.93,5,65477.1,17949.63,عميل_65
ORD-1185,2024-07-10,2024-07,Q3,شاشة Samsung,شاشات,الجيزة,أونلاين,7.0,8791.24,5329.57,0,61538.68,24231.66,عميل_92
ORD-1186,2024-11-28,2024-11,Q4,كيبورد Logitech,إكسسوار,الإسكندرية,تليفون,3.0,742.02,440.04,5,2114.75,794.63,عميل_58
ORD-1187,2024-11-11,2024-11,Q4,لابتوب Dell,لابتوب,أسيوط,تليفون,2.0,13557.01,7894.9,0,27114.02,11324.22,عميل_15
ORD-1188,2024-05-27,2024-05,Q2,شاشة Samsung,شاشات,أسيوط,تليفون,5.0,7394.96,4331.71,15,31428.57,9770.0,عميل_9
ORD-1189,2024-02-26,2024-02,Q1,جهاز iPad,تابلت,الإسكندرية,فروع,10.0,18129.79,11689.97,10,163168.14,46268.46,عميل_38
ORD-1190,2024-08-07,2024-08,Q3,لابتوب Dell,لابتوب,القاهرة,موزعين,10.0,14558.45,9253.34,0,145584.48,53051.05,عميل_9
ORD-1191,2024-09-26,2024-09,Q3,كاميرا Canon,كاميرات,المنصورة,تليفون,,23260.21,14564.23,0,209341.93,78263.86,عميل_6
ORD-1192,2024-11-21,2024-11,Q4,ماوس Razer,إكسسوار,الجيزة,فروع,6.0,1140.88,630.26,0,6845.26,3063.69,عميل_94
ORD-1193,2024-12-02,2024-12,Q4,آيفون 15,موبايل,الجيزة,موزعين,10.0,26175.93,15702.36,0,261759.35,104735.73,عميل_83
ORD-1194,2024-03-30,2024-03,Q1,جهاز iPad,تابلت,المنصورة,أونلاين,8.0,18474.25,12409.61,0,147793.99,48517.12,عميل_38
ORD-1195,2024-04-13,2024-04,Q2,لابتوب Dell,لابتوب,أسيوط,تليفون,4.0,16157.37,9651.43,0,64629.48,26023.75,عميل_70
ORD-1196,2024-08-30,2024-08,Q3,طابعة HP,طابعات,القاهرة,موزعين,1.0,4727.96,2735.91,0,4727.96,1992.05,عميل_35
ORD-1197,2024-03-04,2024-03,Q1,كيبورد Logitech,إكسسوار,الجيزة,فروع,7.0,862.32,570.42,5,5734.41,1741.47,عميل_64
ORD-1198,2024-12-20,2024-12,Q4,جهاز iPad,تابلت,المنصورة,أونلاين,6.0,19527.52,12261.16,0,117165.11,43598.15,عميل_56
ORD-1199,2024-11-04,2024-11,Q4,سماعات Sony,إكسسوار,الجيزة,موزعين,9.0,3355.64,1897.24,0,30200.73,13125.55,عميل_58
ORD-1200,2024-11-04,2024-11,Q4,ماوس Razer,إكسسوار,الجيزة,تليفون,3.0,1245.54,750.73,0,3736.63,1484.44,عميل_36
ORD-1201,2024-11-23,2024-11,Q4,لابتوب Dell,لابتوب,الإسكندرية,أونلاين,2.0,15513.55,9477.72,10,27924.39,8968.96,عميل_19
ORD-1202,2024-11-07,2024-11,Q4,جهاز iPad,تابلت,الجيزة,موزعين,1.0,16654.43,9749.49,15,14156.26,4406.77,عميل_50
ORD-1203,2024-10-17,2024-10,Q4,لابتوب Dell,لابتوب,الجيزة,تليفون,10.0,13960.31,8620.33,0,139603.14,53399.82,عميل_98
ORD-1204,2024-02-09,2024-02,Q1,هاردسك WD,تخزين,الجيزة,فروع,3.0,1508.84,919.95,15,3847.54,1087.7,عميل_15
ORD-1205,2024-01-14,2024-01,Q1,سماعات Sony,إكسسوار,الجيزة,موزعين,8.0,3512.42,2413.14,0,28099.37,8794.22,عميل_91
ORD-1206,2024-08-16,2024-08,Q3,شاشة Samsung,شاشات,الإسكندرية,أونلاين,10.0,7656.92,5263.92,5,72740.77,20101.58,عميل_18
ORD-1207,2024-02-07,2024-02,Q1,جهاز iPad,تابلت,الجيزة,موزعين,3.0,19435.24,11987.01,0,58305.73,22344.7,عميل_91
ORD-1208,2024-02-03,2024-02,Q1,كاميرا Canon,كاميرات,الإسكندرية,موزعين,9.0,21077.59,12541.03,0,189698.35,76829.06,عميل_66
ORD-1209,2024-04-24,2024-04,Q2,آيفون 15,موبايل,القاهرة,موزعين,4.0,26460.33,15492.8,5,100549.25,38578.06,عميل_71
ORD-1210,2024-10-20,2024-10,Q4,كيبورد Logitech,إكسسوار,القاهرة,أونلاين,8.0,848.59,536.94,10,6109.82,1814.3,عميل_40
ORD-1211,2024-07-22,2024-07,Q3,جهاز iPad,تابلت,القاهرة,فروع,9.0,17678.86,10809.12,10,143198.79,45916.69,عميل_41
ORD-1212,2024-11-24,2024-11,Q4,آيفون 15,موبايل,أسيوط,فروع,8.0,24829.17,15582.88,0,198633.33,73970.26,عميل_99
ORD-1213,2024-03-07,2024-03,Q1,ماوس Razer,إكسسوار,أسيوط,فروع,9.0,1298.57,725.01,0,11687.14,5162.07,عميل_39
ORD-1214,2024-03-25,2024-03,Q1,سماعات Sony,إكسسوار,الجيزة,أونلاين,6.0,3804.32,2221.04,10,20543.31,7217.08,عميل_33
ORD-1215,2024-04-10,2024-04,Q2,كاميرا Canon,كاميرات,القاهرة,فروع,5.0,20350.75,12117.32,10,91578.37,30991.78,عميل_76
ORD-1216,2024-10-24,2024-10,Q4,سماعات Sony,إكسسوار,الجيزة,أونلاين,3.0,3611.11,2376.46,10,9750.01,2620.64,عميل_4
ORD-1217,2024-02-11,2024-02,Q1,لابتوب Dell,لابتوب,المنصورة,أونلاين,10.0,14293.97,8313.68,10,128645.71,45508.95,عميل_64
ORD-1218,2024-11-17,2024-11,Q4,كاميرا Canon,كاميرات,المنصورة,موزعين,5.0,22624.39,13468.62,0,113121.96,45778.86,عميل_59
ORD-1219,2024-02-07,2024-02,Q1,لابتوب Dell,لابتوب,الجيزة,فروع,3.0,14818.82,9226.75,0,44456.45,16776.19,عميل_41
ORD-1220,2024-06-12,2024-06,Q2,كيبورد Logitech,إكسسوار,القاهرة,موزعين,7.0,740.92,448.69,10,4667.81,1526.99,عميل_31
ORD-1221,2024-08-26,2024-08,Q3,آيفون 15,موبايل,الجيزة,تليفون,5.0,24747.98,14134.35,0,123739.9,53068.13,عميل_79
ORD-1222,2024-08-02,2024-08,Q3,شاشة Samsung,شاشات,الجيزة,فروع,3.0,8501.56,5866.61,15,21678.99,4079.15,عميل_98
ORD-1223,2024-03-22,2024-03,Q1,جهاز iPad,تابلت,القاهرة,أونلاين,9.0,17880.53,12192.05,5,152878.57,43150.16,عميل_51
ORD-1224,2024-09-15,2024-09,Q3,جهاز iPad,تابلت,الجيزة,تليفون,4.0,16974.52,10234.52,0,67898.08,26960.0,عميل_77
ORD-1225,2024-11-30,2024-11,Q4,جهاز iPad,تابلت,الإسكندرية,موزعين,5.0,18132.09,12276.8,5,86127.41,24743.42,عميل_94
ORD-1226,2024-07-06,2024-07,Q3,ماوس Razer,إكسسوار,الإسكندرية,موزعين,6.0,1090.86,608.34,10,5890.63,2240.58,عميل_71
ORD-1227,2024-05-27,2024-05,Q2,آيفون 15,موبايل,أسيوط,أونلاين,7.0,25021.28,16630.66,0,175148.94,58734.34,عميل_17
ORD-1228,2024-02-19,2024-02,Q1,ماوس Razer,إكسسوار,الإسكندرية,فروع,,1270.78,763.56,0,7624.65,3043.28,عميل_78
ORD-1229,2024-09-17,2024-09,Q3,ماوس Razer,إكسسوار,الجيزة,تليفون,9.0,1089.66,605.67,15,8335.91,2884.84,عميل_67
ORD-1230,2024-08-21,2024-08,Q3,سماعات Sony,إكسسوار,الجيزة,فروع,10.0,3775.19,2155.51,10,33976.73,12421.62,عميل_51
ORD-1231,2024-11-11,2024-11,Q4,طابعة HP,طابعات,المنصورة,موزعين,10.0,4352.74,2934.8,10,39174.62,9826.59,عميل_61
ORD-1232,2024-01-09,2024-01,Q1,كيبورد Logitech,إكسسوار,الجيزة,أونلاين,6.0,827.81,576.97,10,4470.17,1008.35,عميل_77
ORD-1233,2024-08-30,2024-08,Q3,طابعة HP,طابعات,المنصورة,فروع,10.0,4569.87,3007.93,10,41128.84,11049.49,عميل_68
ORD-1234,2024-11-18,2024-11,Q4,هاردسك WD,تخزين,أسيوط,أونلاين,7.0,1394.33,909.26,0,9760.33,3395.53,عميل_25
ORD-1235,2024-01-10,2024-01,Q1,جهاز iPad,تابلت,المنصورة,تليفون,6.0,17707.61,10836.07,0,106245.65,41229.26,عميل_95
ORD-1236,2024-02-01,2024-02,Q1,سماعات Sony,إكسسوار,المنصورة,تليفون,9.0,3295.14,1972.99,15,25207.81,7450.91,عميل_41
ORD-1237,2024-03-29,2024-03,Q1,جهاز iPad,تابلت,الجيزة,تليفون,9.0,17432.38,10514.22,15,133357.69,38729.73,عميل_25
ORD-1238,2024-05-06,2024-05,Q2,طابعة HP,طابعات,الجيزة,فروع,9.0,4318.65,2985.15,0,38867.84,12001.5,عميل_89
ORD-1239,2024-12-26,2024-12,Q4,جهاز iPad,تابلت,الجيزة,موزعين,6.0,17927.29,11367.21,15,91429.19,23225.9,عميل_16
ORD-1240,2024-10-20,2024-10,Q4,كاميرا Canon,كاميرات,الإسكندرية,موزعين,7.0,23741.35,14462.75,0,166189.42,64950.17,عميل_6
ORD-1241,2024-05-27,2024-05,Q2,آيفون 15,موبايل,المنصورة,فروع,6.0,27120.05,17584.53,15,138312.25,32805.09,عميل_26
ORD-1242,2024-10-02,2024-10,Q4,طابعة HP,طابعات,أسيوط,فروع,9.0,4676.55,2668.4,10,37880.09,13864.49,عميل_32
ORD-1243,2024-01-26,2024-01,Q1,كاميرا Canon,كاميرات,الجيزة,تليفون,4.0,22606.96,12611.83,5,85906.43,35459.13,عميل_13
ORD-1244,2024-12-14,2024-12,Q4,سماعات Sony,إكسسوار,المنصورة,تليفون,1.0,3825.16,2664.94,0,3825.16,1160.22,عميل_62
ORD-1245,2024-11-29,2024-11,Q4,شاشة Samsung,شاشات,أسيوط,فروع,5.0,7713.87,4989.98,0,38569.34,13619.43,عميل_69
ORD-1246,2024-01-20,2024-01,Q1,سماعات Sony,إكسسوار,المنصورة,تليفون,7.0,3767.57,2171.51,0,26373.0,11172.44,عميل_24
ORD-1247,2024-05-28,2024-05,Q2,لابتوب Dell,لابتوب,الجيزة,تليفون,1.0,14395.18,9218.92,0,14395.18,5176.25,عميل_83
ORD-1248,2024-10-05,2024-10,Q4,كاميرا Canon,كاميرات,المنصورة,موزعين,8.0,23712.74,13519.35,10,170731.76,62576.98,عميل_25
ORD-1249,2024-02-27,2024-02,Q1,كيبورد Logitech,إكسسوار,الإسكندرية,أونلاين,,836.98,541.73,15,2134.3,509.11,عميل_95
ORD-1250,2024-06-21,2024-06,Q2,طابعة HP,طابعات,المنصورة,تليفون,10.0,4656.96,2696.26,10,41912.65,14950.05,عميل_66
ORD-1251,2024-06-16,2024-06,Q2,آيفون 15,موبايل,المنصورة,موزعين,7.0,25846.28,14931.84,0,180923.95,76401.08,عميل_32
ORD-1252,2024-01-04,2024-01,Q1,طابعة HP,طابعات,الجيزة,أونلاين,7.0,4261.97,2825.96,0,29833.78,10052.09,عميل_34
ORD-1253,2024-11-30,2024-11,Q4,كيبورد Logitech,إكسسوار,الإسكندرية,تليفون,4.0,729.94,414.41,0,2919.76,1262.11,عميل_88
ORD-1254,2024-09-14,2024-09,Q3,طابعة HP,طابعات,أسيوط,فروع,2.0,4624.84,3196.21,0,9249.68,2857.27,عميل_29
ORD-1255,2024-03-09,2024-03,Q1,جهاز iPad,تابلت,المنصورة,تليفون,3.0,17837.92,12456.68,0,53513.77,16143.73,عميل_97
ORD-1256,2024-10-02,2024-10,Q4,شاشة Samsung,شاشات,أسيوط,تليفون,4.0,8288.55,5299.47,0,33154.19,11956.32,عميل_68
ORD-1257,2024-12-26,2024-12,Q4,كيبورد Logitech,إكسسوار,أسيوط,فروع,2.0,866.76,491.31,10,1560.17,577.55,عميل_74
ORD-1258,2024-10-01,2024-10,Q4,سماعات Sony,إكسسوار,الإسكندرية,تليفون,3.0,3379.68,2122.61,0,10139.05,3771.21,عميل_12
ORD-1259,2024-09-18,2024-09,Q3,جهاز iPad,تابلت,أسيوط,أونلاين,1.0,17832.36,11180.66,5,16940.74,5760.08,عميل_72
ORD-1260,2024-08-24,2024-08,Q3,طابعة HP,طابعات,الإسكندرية,أونلاين,,4406.35,2963.13,15,3745.4,782.27,عميل_6
ORD-1261,2024-08-04,2024-08,Q3,كيبورد Logitech,إكسسوار,المنصورة,أونلاين,2.0,806.59,450.91,0,1613.17,711.35,عميل_37
ORD-1262,2024-07-28,2024-07,Q3,سماعات Sony,إكسسوار,المنصورة,موزعين,3.0,3686.08,2568.28,15,9399.5,1694.68,عميل_49
ORD-1263,2024-08-17,2024-08,Q3,ماوس Razer,إكسسوار,الإسكندرية,موزعين,,1099.26,763.57,10,6925.34,1580.35,عميل_16
ORD-1264,2024-04-01,2024-04,Q2,كاميرا Canon,كاميرات,القاهرة,أونلاين,,22126.91,14585.59,0,154888.35,52789.25,عميل_39
ORD-1265,2024-08-25,2024-08,Q3,كاميرا Canon,كاميرات,المنصورة,موزعين,7.0,22140.51,14911.72,0,154983.56,50601.5,عميل_20
ORD-1266,2024-05-21,2024-05,Q2,شاشة Samsung,شاشات,القاهرة,فروع,2.0,7251.55,4706.47,10,13052.79,3639.85,عميل_27
ORD-1267,2024-02-04,2024-02,Q1,آيفون 15,موبايل,القاهرة,فروع,10.0,22667.88,14499.91,15,192676.99,47677.87,عميل_95
ORD-1268,2024-01-23,2024-01,Q1,ماوس Razer,إكسسوار,الإسكندرية,موزعين,8.0,1136.24,661.96,0,9089.93,3794.22,عميل_30
ORD-1269,2024-10-21,2024-10,Q4,كيبورد Logitech,إكسسوار,الإسكندرية,موزعين,10.0,815.67,530.9,0,8156.67,2847.66,عميل_19
ORD-1270,2024-12-04,2024-12,Q4,كاميرا Canon,كاميرات,أسيوط,فروع,4.0,21619.66,12783.13,10,77830.79,26698.29,عميل_81
ORD-1271,2024-12-13,2024-12,Q4,ماوس Razer,إكسسوار,المنصورة,موزعين,9.0,1198.95,834.28,15,9171.96,1663.43,عميل_90
ORD-1272,2024-08-01,2024-08,Q3,ماوس Razer,إكسسوار,المنصورة,فروع,3.0,1151.97,665.36,10,3110.33,1114.25,عميل_29
ORD-1273,2024-06-02,2024-06,Q2,سماعات Sony,إكسسوار,أسيوط,فروع,8.0,3790.32,2404.42,5,28806.42,9571.07,عميل_50
ORD-1274,2024-05-04,2024-05,Q2,طابعة HP,طابعات,الجيزة,أونلاين,4.0,4347.24,2442.54,5,16519.5,6749.34,عميل_69
ORD-1275,2024-04-07,2024-04,Q2,لابتوب Dell,لابتوب,القاهرة,فروع,5.0,14631.5,9375.07,0,73157.52,26282.17,عميل_98
ORD-1276,2024-10-27,2024-10,Q4,كاميرا Canon,كاميرات,الجيزة,أونلاين,4.0,21909.33,14907.57,0,87637.34,28007.05,عميل_28
ORD-1277,2024-04-07,2024-04,Q2,آيفون 15,موبايل,الإسكندرية,تليفون,8.0,27072.21,17714.53,15,184091.0,42374.73,عميل_31
ORD-1278,2024-10-09,2024-10,Q4,كيبورد Logitech,إكسسوار,الجيزة,موزعين,5.0,780.91,492.01,0,3904.53,1444.49,عميل_47
ORD-1279,2024-09-19,2024-09,Q3,جهاز iPad,تابلت,الجيزة,فروع,8.0,16554.99,11542.1,5,125817.92,33481.11,عميل_48
ORD-1280,2024-06-09,2024-06,Q2,ماوس Razer,إكسسوار,القاهرة,موزعين,1.0,1215.01,708.58,0,1215.01,506.43,عميل_71
ORD-1281,2024-10-26,2024-10,Q4,هاردسك WD,تخزين,المنصورة,فروع,7.0,1438.56,833.54,0,10069.9,4235.11,عميل_64
ORD-1282,2024-10-08,2024-10,Q4,كيبورد Logitech,إكسسوار,المنصورة,تليفون,5.0,842.14,524.9,15,3579.09,954.59,عميل_22
ORD-1283,2024-06-29,2024-06,Q2,سماعات Sony,إكسسوار,القاهرة,أونلاين,3.0,3654.22,2277.48,10,9866.39,3033.94,عميل_10
ORD-1284,2024-12-08,2024-12,Q4,لابتوب Dell,لابتوب,القاهرة,فروع,1.0,14737.18,9967.96,0,14737.18,4769.22,عميل_2
ORD-1285,2024-04-21,2024-04,Q2,كاميرا Canon,كاميرات,أسيوط,تليفون,8.0,21442.08,13780.3,15,145806.16,35563.79,عميل_85
ORD-1286,2024-09-06,2024-09,Q3,لابتوب Dell,لابتوب,أسيوط,موزعين,1.0,15096.64,9234.62,0,15096.64,5862.01,عميل_69
ORD-1287,2024-05-26,2024-05,Q2,لابتوب Dell,لابتوب,القاهرة,أونلاين,9.0,15939.47,10378.27,0,143455.24,50050.83,عميل_68
ORD-1288,2024-03-17,2024-03,Q1,شاشة Samsung,شاشات,الجيزة,تليفون,4.0,8191.65,4815.57,0,32766.6,13504.34,عميل_11
ORD-1289,2024-07-10,2024-07,Q3,ماوس Razer,إكسسوار,الجيزة,أونلاين,8.0,1215.6,849.14,0,9724.8,2931.69,عميل_84
ORD-1290,2024-11-28,2024-11,Q4,لابتوب Dell,لابتوب,القاهرة,أونلاين,2.0,14715.83,8926.26,5,27960.09,10107.56,عميل_90
ORD-1291,2024-03-28,2024-03,Q1,آيفون 15,موبايل,أسيوط,أونلاين,8.0,26726.65,17285.09,0,213813.19,75532.48,عميل_68
ORD-1292,2024-01-22,2024-01,Q1,شاشة Samsung,شاشات,المنصورة,موزعين,4.0,8642.04,5650.54,10,31111.33,8509.19,عميل_6
ORD-1293,2024-02-08,2024-02,Q1,طابعة HP,طابعات,القاهرة,فروع,9.0,4557.16,2528.93,0,41014.43,18254.08,عميل_76
ORD-1294,2024-03-14,2024-03,Q1,ماوس Razer,إكسسوار,المنصورة,موزعين,2.0,1151.83,730.94,10,2073.29,611.4,عميل_50
ORD-1295,2024-03-12,2024-03,Q1,آيفون 15,موبايل,المنصورة,فروع,9.0,26227.28,15785.65,0,236045.55,93974.71,عميل_10
ORD-1296,2024-06-23,2024-06,Q2,هاردسك WD,تخزين,القاهرة,موزعين,10.0,1636.46,997.43,0,16364.58,6390.28,عميل_58
ORD-1297,2024-09-08,2024-09,Q3,شاشة Samsung,شاشات,أسيوط,تليفون,6.0,8084.86,4901.96,0,48509.16,19097.38,عميل_11
ORD-1298,2024-11-12,2024-11,Q4,طابعة HP,طابعات,المنصورة,فروع,4.0,4691.8,2638.22,0,18767.19,8214.29,عميل_95
ORD-1299,2024-07-18,2024-07,Q3,كيبورد Logitech,إكسسوار,المنصورة,موزعين,6.0,737.05,405.95,0,4422.29,1986.58,عميل_98
ORD-1300,2024-05-18,2024-05,Q2,آيفون 15,موبايل,أسيوط,تليفون,3.0,22936.49,14097.84,10,61928.51,19634.99,عميل_14
ORD-1301,2024-01-14,2024-01,Q1,آيفون 15,موبايل,المنصورة,أونلاين,6.0,25271.1,16161.85,0,151626.59,54655.52,عميل_38
ORD-1302,2024-07-30,2024-07,Q3,ماوس Razer,إكسسوار,أسيوط,فروع,2.0,1253.96,794.93,0,2507.93,918.07,عميل_88
ORD-1303,2024-07-13,2024-07,Q3,سماعات Sony,إكسسوار,القاهرة,فروع,3.0,3338.24,1970.43,0,10014.73,4103.43,عميل_56
ORD-1304,2024-05-21,2024-05,Q2,ماوس Razer,إكسسوار,الإسكندرية,تليفون,5.0,1196.22,671.72,0,5981.08,2622.47,عميل_77
ORD-1305,2024-11-11,2024-11,Q4,شاشة Samsung,شاشات,الجيزة,تليفون,8.0,7371.16,4390.99,5,56020.78,20892.88,عميل_43
ORD-1306,2024-08-13,2024-08,Q3,كيبورد Logitech,إكسسوار,الإسكندرية,موزعين,7.0,850.48,577.41,10,5358.0,1316.13,عميل_42
ORD-1307,2024-11-04,2024-11,Q4,شاشة Samsung,شاشات,الجيزة,تليفون,8.0,7702.69,5350.95,0,61621.55,18813.91,عميل_74
ORD-1308,2024-05-04,2024-05,Q2,كيبورد Logitech,إكسسوار,القاهرة,فروع,7.0,764.85,510.83,0,5353.94,1778.15,عميل_76
ORD-1309,2024-10-06,2024-10,Q4,سماعات Sony,إكسسوار,الإسكندرية,تليفون,9.0,3168.84,2088.53,15,24241.64,5444.9,عميل_38
ORD-1310,2024-12-20,2024-12,Q4,آيفون 15,موبايل,الإسكندرية,موزعين,7.0,25864.89,14765.67,0,181054.22,77694.55,عميل_85
ORD-1311,2024-03-19,2024-03,Q1,ماوس Razer,إكسسوار,أسيوط,تليفون,7.0,1097.75,766.89,5,7300.05,1931.78,عميل_69
ORD-1312,2024-09-16,2024-09,Q3,ماوس Razer,إكسسوار,أسيوط,أونلاين,9.0,1088.82,757.02,15,8329.5,1516.32,عميل_14
ORD-1313,2024-05-07,2024-05,Q2,كيبورد Logitech,إكسسوار,المنصورة,موزعين,3.0,823.52,458.41,15,2099.98,724.75,عميل_56
ORD-1314,2024-02-24,2024-02,Q1,لابتوب Dell,لابتوب,أسيوط,فروع,2.0,14276.22,8945.5,10,25697.19,7806.19,عميل_58
ORD-1315,2024-07-10,2024-07,Q3,ماوس Razer,إكسسوار,الإسكندرية,موزعين,8.0,1265.36,807.67,10,9110.61,2649.28,عميل_4
ORD-1316,2024-09-04,2024-09,Q3,آيفون 15,موبايل,الإسكندرية,موزعين,5.0,24579.88,17064.81,0,122899.39,37575.36,عميل_40
ORD-1317,2024-06-24,2024-06,Q2,جهاز iPad,تابلت,المنصورة,تليفون,4.0,18076.01,10886.19,0,72304.05,28759.3,عميل_41
ORD-1318,2024-02-04,2024-02,Q1,طابعة HP,طابعات,القاهرة,فروع,1.0,4779.17,2711.04,0,4779.17,2068.12,عميل_95
ORD-1319,2024-05-04,2024-05,Q2,كاميرا Canon,كاميرات,المنصورة,فروع,3.0,22228.41,13329.23,5,63350.96,23363.27,عميل_52
ORD-1320,2024-11-18,2024-11,Q4,سماعات Sony,إكسسوار,أسيوط,فروع,3.0,3598.34,2212.33,0,10795.01,4158.02,عميل_58
ORD-1321,2024-10-30,2024-10,Q4,ماوس Razer,إكسسوار,القاهرة,أونلاين,7.0,1081.07,629.42,0,7567.48,3161.54,عميل_69
ORD-1322,2024-04-05,2024-04,Q2,كيبورد Logitech,إكسسوار,المنصورة,موزعين,6.0,751.53,426.19,15,3832.81,1275.68,عميل_77
ORD-1323,2024-07-17,2024-07,Q3,هاردسك WD,تخزين,أسيوط,فروع,7.0,1526.1,919.0,5,10148.57,3715.57,عميل_87
ORD-1324,2024-12-27,2024-12,Q4,طابعة HP,طابعات,القاهرة,فروع,10.0,4581.15,2981.49,0,45811.52,15996.62,عميل_40
ORD-1325,2024-02-29,2024-02,Q1,سماعات Sony,إكسسوار,أسيوط,فروع,6.0,3635.41,2278.03,5,20721.81,7053.62,عميل_74
ORD-1326,2024-07-15,2024-07,Q3,ماوس Razer,إكسسوار,الإسكندرية,فروع,3.0,1196.8,754.71,15,3051.84,787.71,عميل_63
ORD-1327,2024-05-27,2024-05,Q2,سماعات Sony,إكسسوار,الجيزة,أونلاين,3.0,3370.21,2081.61,0,10110.62,3865.79,عميل_63
ORD-1328,2024-03-10,2024-03,Q1,شاشة Samsung,شاشات,المنصورة,تليفون,7.0,8742.13,5470.96,5,58135.14,19838.42,عميل_54
ORD-1329,2024-12-29,2024-12,Q4,جهاز iPad,تابلت,الجيزة,أونلاين,8.0,16802.11,10666.14,0,134416.9,49087.75,عميل_36
ORD-1330,2024-04-25,2024-04,Q2,كاميرا Canon,كاميرات,المنصورة,أونلاين,5.0,20540.12,12706.08,15,87295.51,23765.1,عميل_74
ORD-1331,2024-02-28,2024-02,Q1,طابعة HP,طابعات,المنصورة,فروع,9.0,4790.95,2898.67,0,43118.59,17030.58,عميل_55
ORD-1332,2024-02-22,2024-02,Q1,شاشة Samsung,شاشات,الجيزة,أونلاين,5.0,8599.7,4771.41,0,42998.48,19141.44,عميل_57
ORD-1333,2024-03-01,2024-03,Q1,شاشة Samsung,شاشات,,تليفون,4.0,8497.12,5422.77,0,33988.5,12297.43,عميل_22
ORD-1334,2024-11-11,2024-11,Q4,سماعات Sony,إكسسوار,الجيزة,موزعين,4.0,3719.47,2495.08,10,13390.1,3409.77,عميل_77
ORD-1335,2024-10-02,2024-10,Q4,سماعات Sony,إكسسوار,الجيزة,أونلاين,6.0,3835.3,2277.77,10,20710.62,7044.02,عميل_18
ORD-1336,2024-07-29,2024-07,Q3,لابتوب Dell,لابتوب,الإسكندرية,فروع,5.0,16101.14,9162.09,0,80505.71,34695.29,عميل_92
ORD-1337,2024-06-13,2024-06,Q2,شاشة Samsung,شاشات,المنصورة,تليفون,7.0,7983.13,5082.17,0,55881.94,20306.72,عميل_58
ORD-1338,2024-02-08,2024-02,Q1,آيفون 15,موبايل,المنصورة,تليفون,7.0,25078.07,14839.54,0,175546.47,71669.68,عميل_42
ORD-1339,2024-10-24,2024-10,Q4,لابتوب Dell,لابتوب,الجيزة,أونلاين,2.0,15692.8,9710.19,15,26677.75,7257.37,عميل_69
ORD-1340,2024-07-22,2024-07,Q3,شاشة Samsung,شاشات,الجيزة,موزعين,7.0,8519.76,5318.09,0,59638.29,22411.64,عميل_71
ORD-1341,2024-10-22,2024-10,Q4,سماعات Sony,إكسسوار,القاهرة,أونلاين,10.0,3746.7,2503.71,15,31846.91,6809.79,عميل_13
ORD-1342,2024-11-16,2024-11,Q4,جهاز iPad,تابلت,المنصورة,أونلاين,1.0,16647.25,11297.62,5,15814.89,4517.27,عميل_55
ORD-1343,2024-04-13,2024-04,Q2,سماعات Sony,إكسسوار,القاهرة,موزعين,5.0,3261.28,2249.99,0,16306.42,5056.48,عميل_33
ORD-1344,2024-02-12,2024-02,Q1,كيبورد Logitech,إكسسوار,الإسكندرية,تليفون,3.0,728.29,468.9,15,1857.13,450.43,عميل_84
ORD-1345,2024-02-16,2024-02,Q1,آيفون 15,موبايل,الإسكندرية,تليفون,1.0,23567.11,13237.43,10,21210.4,7972.97,عميل_2
